# Field minima and maxima
# Time            	field             	min               	location(min)     	processor         	max               	location(max)     	processor         
0.845455          	nut               	0.0000000000e+00	(1.2470393425e-01 -3.2617030146e-01 0.0000000000e+00)	0	9.6390624425e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.845455          	U                 	(8.5577057388e-01 -2.7601409709e-01 -3.4384446782e-23)	(9.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.0720884106e+00 2.2119743750e-01 3.2189801928e-22)	(-2.8088155469e-02 -2.0442387585e-01 -5.3683833484e-17)	0
0.845455          	k                 	6.3747786754e-07	(9.6274820306e-01 -5.9551367567e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.845455          	p                 	-7.1912305184e-01	(8.5024887015e-02 -3.2213996879e-01 0.0000000000e+00)	0	4.4689679308e-01	(1.1988120516e-02 -3.5991911037e-01 -2.3805612117e-17)	0
0.845455          	omega             	5.4763190985e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746310e+04	(9.6297765212e-01 -5.9973717277e-01 0.0000000000e+00)	0
0.854545          	nut               	0.0000000000e+00	(1.2497490856e-01 -3.2418925035e-01 0.0000000000e+00)	0	9.6794248902e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.854545          	U                 	(8.5215547210e-01 -2.7978333179e-01 -1.1304562675e-22)	(9.8505212095e-01 -4.7986195007e-01 -1.5844269674e-17)	0	(1.1164007985e+00 4.3554700459e-01 1.9451030991e-22)	(1.6363713074e-02 -2.7910015282e-01 -2.2187327042e-17)	0
0.854545          	k                 	6.1390925847e-07	(9.6232301088e-01 -5.9568916796e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.854545          	p                 	-5.8305357921e-01	(8.5306368378e-02 -3.2005678249e-01 0.0000000000e+00)	0	5.7973740990e-01	(1.2172586416e-02 -3.5764777523e-01 0.0000000000e+00)	0
0.854545          	omega             	5.4292108076e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746302e+04	(9.6254158633e-01 -5.9991324175e-01 0.0000000000e+00)	0
0.863636          	nut               	0.0000000000e+00	(1.2524630995e-01 -3.2219674106e-01 0.0000000000e+00)	0	9.7155230120e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.863636          	U                 	(8.5029303650e-01 -2.7973415771e-01 -1.1895388170e-22)	(9.8492130029e-01 -4.8007552903e-01 -7.2143071309e-18)	0	(1.0379930249e+00 1.8501915723e-01 2.4680519342e-22)	(-7.5108074914e-02 -1.8630774313e-01 9.5402788200e-18)	0
0.863636          	k                 	5.8979785653e-07	(9.6189510053e-01 -5.9584405227e-01 5.0640418263e-17)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.863636          	p                 	-7.6027340834e-01	(8.5588502512e-02 -3.1796251382e-01 0.0000000000e+00)	0	4.1348750471e-01	(1.2358518383e-02 -3.5536575196e-01 -5.5156598574e-17)	0
0.863636          	omega             	5.3849394474e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746299e+04	(9.6210283805e-01 -6.0006867293e-01 0.0000000000e+00)	0
0.872727          	nut               	0.0000000000e+00	(1.2551809518e-01 -3.2019296488e-01 0.0000000000e+00)	0	9.7473265565e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.872727          	U                 	(6.1599647126e-01 -2.1464705692e-01 -1.3203242805e-23)	(1.0500000000e+00 -5.5000000000e-01 0.0000000000e+00)	0	(1.0765584969e+00 2.2299026323e-01 1.9994754431e-22)	(-2.6332456741e-02 -1.9727419206e-01 -3.0454489887e-17)	0
0.872727          	k                 	5.4462674772e-07	(9.1553908034e-01 -5.7981203036e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.872727          	p                 	-5.5830505852e-01	(8.5871242316e-02 -3.1585736471e-01 0.0000000000e+00)	0	6.2119489255e-01	(1.2545874631e-02 -3.5307326525e-01 -1.0450328819e-17)	0
0.872727          	omega             	5.3434108118e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746293e+04	(9.6166149781e-01 -6.0020344572e-01 0.0000000000e+00)	0
0.881818          	nut               	0.0000000000e+00	(1.2579022057e-01 -3.1817811271e-01 0.0000000000e+00)	0	9.7748574907e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.881818          	U                 	(8.6219467620e-01 -2.7304545980e-01 -6.3277305862e-23)	(8.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.2905461049e+00 4.2235571639e-01 1.3943184829e-22)	(5.7852045389e-02 -2.9059319828e-01 3.6176187185e-17)	0
0.881818          	k                 	4.7416923706e-07	(9.1514733156e-01 -5.7980870624e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.881818          	p                 	-7.3074795401e-01	(8.6154540126e-02 -3.1374153670e-01 0.0000000000e+00)	0	4.5414321661e-01	(1.2734612623e-02 -3.5077053945e-01 -2.0900657638e-17)	0
0.881818          	omega             	5.3045153403e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746286e+04	(9.6121765765e-01 -6.0031754015e-01 0.0000000000e+00)	0
0.890909          	nut               	0.0000000000e+00	(1.2606264197e-01 -3.1615237517e-01 0.0000000000e+00)	0	9.7978926412e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.890909          	U                 	(8.4465095991e-01 -2.7422330558e-01 -6.5957115026e-23)	(9.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.2152417717e+00 2.3218692460e-01 8.1124817983e-23)	(6.2408637478e-02 -2.0447676882e-01 3.7636568616e-17)	0
0.890909          	k                 	4.1109455232e-07	(9.1475327806e-01 -5.7978525756e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.890909          	p                 	-7.4655674361e-01	(6.0838467121e-02 -3.1158185569e-01 0.0000000000e+00)	0	4.4627066105e-01	(1.2924689080e-02 -3.4845779864e-01 1.1418646979e-17)	0
0.890909          	omega             	5.2682854092e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746278e+04	(9.6077141107e-01 -6.0041093692e-01 0.0000000000e+00)	0
0.9               	nut               	0.0000000000e+00	(1.2633531477e-01 -3.1411594251e-01 0.0000000000e+00)	0	9.8202806159e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.9               	U                 	(4.7357236470e-01 -1.8189392785e-01 -3.6594532382e-23)	(1.0511715492e+00 -5.6495474276e-01 0.0000000000e+00)	0	(1.0493050387e+00 2.8799681069e-01 1.0540645463e-22)	(-2.2924962809e-02 -2.2956285173e-01 1.5592144446e-17)	0
0.9               	k                 	3.5212954329e-07	(9.1435700572e-01 -5.7974167683e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.9               	p                 	-8.8726268257e-01	(6.1122901918e-02 -3.0938056049e-01 0.0000000000e+00)	0	3.0821086695e-01	(1.3116059987e-02 -3.4613526661e-01 2.2837293958e-17)	0
0.9               	omega             	5.2327125424e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746271e+04	(9.6032285300e-01 -6.0048361738e-01 0.0000000000e+00)	0
0.909091          	nut               	0.0000000000e+00	(1.2660827725e-01 -3.1206839053e-01 0.0000000000e+00)	0	9.8374106278e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.909091          	U                 	(6.0418461816e-01 -2.1056362579e-01 -1.5581300296e-23)	(1.0500000000e+00 -5.5000000000e-01 0.0000000000e+00)	0	(1.0249871749e+00 1.5567164916e-01 3.0212414996e-22)	(-1.2001927074e-01 -1.5968638820e-01 0.0000000000e+00)	0
0.909091          	k                 	2.9931744799e-07	(9.1395847984e-01 -5.7967794683e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.909091          	p                 	-8.1128110197e-01	(6.1407997472e-02 -3.0716878344e-01 0.0000000000e+00)	0	3.9413975670e-01	(1.3308739586e-02 -3.4380246583e-01 -1.1418646979e-17)	0
0.909091          	omega             	5.2000659770e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746265e+04	(9.5987194192e-01 -6.0053558844e-01 0.0000000000e+00)	0
0.918182          	nut               	0.0000000000e+00	(1.2688160214e-01 -3.1000906793e-01 0.0000000000e+00)	0	9.8512035019e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.918182          	U                 	(8.4410767716e-01 -9.0589098115e-02 -9.7671599762e-23)	(3.6054695974e-02 -5.1523921913e-01 0.0000000000e+00)	0	(1.2501027704e+00 3.5164016278e-01 1.4672357015e-22)	(5.0024207992e-02 -2.4598557344e-01 -1.6086030304e-17)	0
0.918182          	k                 	2.5843439784e-07	(9.1355761354e-01 -5.7959406237e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.918182          	p                 	-8.1744390294e-01	(6.1693825970e-02 -3.0494582090e-01 0.0000000000e+00)	0	3.9090496619e-01	(1.3502767566e-02 -3.4145865679e-01 -1.1418646979e-17)	0
0.918182          	omega             	5.1693020217e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746259e+04	(9.5941857746e-01 -6.0056688294e-01 0.0000000000e+00)	0
0.927273          	nut               	0.0000000000e+00	(1.2715524919e-01 -3.0793817180e-01 0.0000000000e+00)	0	9.8576331083e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.927273          	U                 	(7.9462505383e-01 -2.3425285747e-01 -1.4427169403e-22)	(1.0798200640e+00 -5.0933016711e-01 8.4962901174e-19)	0	(1.0466843266e+00 1.8972224604e-01 1.4069580701e-22)	(-7.0762752081e-02 -1.6852452804e-01 0.0000000000e+00)	0
0.927273          	k                 	2.5070205934e-07	(9.1315448440e-01 -5.7949004233e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.927273          	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	9.4268395349e-01	(1.3698104172e-02 -3.3910406683e-01 -1.1418646979e-17)	0
0.927273          	omega             	5.1424037854e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746255e+04	(9.5896284536e-01 -6.0057750971e-01 0.0000000000e+00)	0
0.936364          	nut               	0.0000000000e+00	(1.2742917703e-01 -3.0585590416e-01 0.0000000000e+00)	0	9.8583092553e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.936364          	U                 	(1.9851508307e-01 -1.1758252352e-01 -4.8949185819e-23)	(1.0185531079e+00 -5.8283484096e-01 0.0000000000e+00)	0	(1.0166206452e+00 1.3185063379e-01 1.6361606225e-22)	(-1.6595452640e-01 -1.3730718387e-01 -3.1224733450e-17)	0
0.936364          	k                 	2.3181365137e-07	(9.1274917225e-01 -5.7936590624e-01 0.0000000000e+00)	0	1.0000000000e-02	(5.0000000000e-02 -4.5000000000e-01 0.0000000000e+00)	0
0.936364          	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	7.4951609006e-01	(1.3894708482e-02 -3.3673892895e-01 1.0450328819e-17)	0
0.936364          	omega             	5.1184911303e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746257e+04	(9.5850483386e-01 -6.0056747800e-01 0.0000000000e+00)	0
0.945455          	nut               	0.0000000000e+00	(1.2770334388e-01 -3.0376246670e-01 0.0000000000e+00)	0	9.8337065154e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.945455          	U                 	(8.3161197717e-01 -2.7164346046e-01 -6.9507619078e-23)	(9.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.1475769081e+00 4.4440082166e-01 2.5238547912e-22)	(2.0264683154e-02 -2.5594664628e-01 -2.9366576379e-17)	0
0.945455          	k                 	2.1095464398e-07	(9.1234175815e-01 -5.7922167421e-01 0.0000000000e+00)	0	1.0048181540e-02	(1.4975651209e-02 -3.1064381852e-01 0.0000000000e+00)	0
0.945455          	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	7.8776403953e-01	(1.4092538908e-02 -3.3436347588e-01 3.3287622777e-17)	0
0.945455          	omega             	5.1063704571e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746255e+04	(9.5804463251e-01 -6.0053679769e-01 0.0000000000e+00)	0
0.954545          	nut               	0.0000000000e+00	(1.2797770757e-01 -3.0165806082e-01 0.0000000000e+00)	0	9.8076429913e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.954545          	U                 	(8.2989988173e-01 -2.7149925737e-01 -3.4414462164e-23)	(9.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.3427763243e+00 3.0445248420e-01 1.7815225158e-22)	(7.5652611488e-02 -2.4428530654e-01 0.0000000000e+00)	0
0.954545          	k                 	2.0744884292e-07	(9.1193232433e-01 -5.7905736687e-01 0.0000000000e+00)	0	1.0147649826e-02	(1.5233337555e-02 -3.0826053978e-01 0.0000000000e+00)	0
0.954545          	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	8.0880892584e-01	(1.4291553205e-02 -3.3197794004e-01 -1.0450328819e-17)	0
0.954545          	omega             	5.0949574198e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746253e+04	(9.5758233216e-01 -6.0048547924e-01 0.0000000000e+00)	0
0.963636          	nut               	0.0000000000e+00	(1.2825222552e-01 -2.9954288761e-01 0.0000000000e+00)	0	9.7802725794e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.963636          	U                 	(8.2927434696e-01 -2.7683943022e-01 -1.1884902678e-22)	(9.8324066037e-01 -4.8109612213e-01 7.2143071309e-18)	0	(1.0251710550e+00 3.2340200763e-01 1.3643646584e-22)	(-2.6825201547e-02 -2.3632035639e-01 1.5966727037e-17)	0
0.963636          	k                 	1.7955443345e-07	(9.1152095426e-01 -5.7887300542e-01 0.0000000000e+00)	0	1.0257488282e-02	(1.5491929332e-02 -3.0586754588e-01 0.0000000000e+00)	0
0.963636          	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	6.3524358967e-01	(1.4491708481e-02 -3.2958255359e-01 1.0450328819e-17)	0
0.963636          	omega             	5.0841765384e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746257e+04	(9.5711802492e-01 -6.0041353376e-01 0.0000000000e+00)	0
0.972727          	nut               	0.0000000000e+00	(1.2852685477e-01 -2.9741714783e-01 0.0000000000e+00)	0	9.7518626519e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.972727          	U                 	(8.2528057869e-01 -2.7040480651e-01 -8.7901128218e-23)	(9.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.0534573073e+00 1.9214991941e-01 2.5841220252e-22)	(-6.7651899112e-02 -1.5556653691e-01 -3.8449590382e-17)	0
0.972727          	k                 	1.5180090179e-07	(9.1110773255e-01 -5.7866861161e-01 0.0000000000e+00)	0	1.0367257116e-02	(1.5751377050e-02 -3.0346506672e-01 -7.5701208935e-18)	0
0.972727          	p                 	-6.5715090554e-01	(6.3421564237e-02 -2.9138525120e-01 0.0000000000e+00)	0	5.8331391186e-01	(1.4692961200e-02 -3.2717754842e-01 3.4255940936e-17)	0
0.972727          	omega             	5.0739000493e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746253e+04	(9.5665180420e-01 -6.0032097295e-01 0.0000000000e+00)	0
0.981818          	nut               	0.0000000000e+00	(1.2880155199e-01 -2.9528104196e-01 0.0000000000e+00)	0	9.7224689519e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.981818          	U                 	(8.2291818834e-01 -2.6981441652e-01 -8.3389146396e-23)	(9.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.2706244038e+00 3.4953474906e-01 1.3669034404e-22)	(5.3064020411e-02 -2.2993662221e-01 -3.0473800548e-17)	0
0.981818          	k                 	1.2374459054e-07	(9.1069274498e-01 -5.7844420775e-01 0.0000000000e+00)	0	1.0481886046e-02	(1.6011630596e-02 -3.0105333188e-01 0.0000000000e+00)	0
0.981818          	p                 	-6.4027692628e-01	(6.3711197170e-02 -2.8909005315e-01 0.0000000000e+00)	0	6.1032957294e-01	(1.4895267199e-02 -3.2476315612e-01 0.0000000000e+00)	0
0.981818          	omega             	5.0640447058e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746249e+04	(9.5618376462e-01 -6.0020780916e-01 0.0000000000e+00)	0
0.990909          	nut               	0.0000000000e+00	(1.2907627344e-01 -2.9313477016e-01 0.0000000000e+00)	0	9.6921529053e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
0.990909          	U                 	(7.0541371748e-01 -1.0554872947e-01 -8.3427112390e-23)	(2.4918325663e-02 -4.0156644387e-01 -6.6887014223e-17)	0	(1.3425682619e+00 4.7486265752e-01 1.2758399362e-22)	(5.0093223496e-02 -2.5951136801e-01 0.0000000000e+00)	0
0.990909          	k                 	9.9751331794e-08	(9.1027607846e-01 -5.7819981674e-01 0.0000000000e+00)	0	1.0603120250e-02	(1.6272639244e-02 -2.9863257059e-01 0.0000000000e+00)	0
0.990909          	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	7.3501931237e-01	(1.5098581690e-02 -3.2233960798e-01 1.1418646979e-17)	0
0.990909          	omega             	5.0545231767e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746244e+04	(9.5571400205e-01 -6.0007405534e-01 0.0000000000e+00)	0
1                 	nut               	0.0000000000e+00	(1.2935097506e-01 -2.9097853230e-01 0.0000000000e+00)	0	9.6626100332e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1                 	U                 	(8.1668774087e-01 -2.6014712468e-01 -3.1831115380e-23)	(8.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.0131766514e+00 2.2174299489e-01 3.5587602932e-22)	(-8.0920787301e-02 -1.9535792485e-01 -3.0320643330e-17)	0
1                 	k                 	7.8327597361e-08	(9.0985782104e-01 -5.7793546200e-01 0.0000000000e+00)	0	1.0724475980e-02	(1.6534351669e-02 -2.9620301177e-01 -9.9878877389e-18)	0
1                 	p                 	-6.3178038975e-01	(6.4291453117e-02 -2.8447151781e-01 0.0000000000e+00)	0	6.3247127967e-01	(1.5302859273e-02 -3.1990713502e-01 0.0000000000e+00)	0
1                 	omega             	5.0445126577e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746239e+04	(9.5524261355e-01 -5.9991972509e-01 0.0000000000e+00)	0
1.0087            	nut               	0.0000000000e+00	(1.2961374194e-01 -2.8890636698e-01 0.0000000000e+00)	0	9.6320485750e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.0087            	U                 	(5.9363850048e-01 -1.3491012640e-01 -3.1382165333e-23)	(2.8750183050e-02 -3.6490265149e-01 0.0000000000e+00)	0	(1.1203975156e+00 3.2983090395e-01 1.4304002677e-22)	(6.7389006907e-03 -2.0765156060e-01 -7.2074388051e-18)	0
1.0087            	k                 	6.1129675900e-08	(9.0945623758e-01 -5.7766387447e-01 0.0000000000e+00)	0	1.0841767189e-02	(1.6785361370e-02 -2.9387046157e-01 -3.2698250419e-17)	0
1.0087            	p                 	-6.4833200591e-01	(6.4569410898e-02 -2.8224921809e-01 0.0000000000e+00)	0	6.2119191660e-01	(1.5499165195e-02 -3.1757167951e-01 0.0000000000e+00)	0
1.0087            	omega             	5.0360061869e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746235e+04	(9.5479017145e-01 -5.9975282317e-01 0.0000000000e+00)	0
1.01739           	nut               	0.0000000000e+00	(1.2987659161e-01 -2.8682404455e-01 0.0000000000e+00)	0	9.6008123642e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.01739           	U                 	(7.4158179568e-01 -1.7525635488e-01 -1.7086847841e-22)	(1.1725414800e+00 -5.4198885815e-01 2.3996798099e-17)	0	(1.1714645603e+00 4.4955807639e-01 1.9204901242e-22)	(2.3380687408e-02 -2.3694377902e-01 0.0000000000e+00)	0
1.01739           	k                 	4.6395268232e-08	(9.0905308050e-01 -5.7737389451e-01 0.0000000000e+00)	0	1.0944593102e-02	(1.7037095261e-02 -2.9152869771e-01 -1.7558008632e-17)	0
1.01739           	p                 	-8.1285927343e-01	(6.4847739408e-02 -2.8001735566e-01 0.0000000000e+00)	0	4.5120755627e-01	(1.5696405853e-02 -3.1522689562e-01 0.0000000000e+00)	0
1.01739           	omega             	5.0277860205e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746231e+04	(9.5433610501e-01 -5.9956702194e-01 0.0000000000e+00)	0
1.02609           	nut               	0.0000000000e+00	(1.3013948901e-01 -2.8473173829e-01 0.0000000000e+00)	0	9.5692340526e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.02609           	U                 	(7.5700791712e-01 -1.9905911857e-01 -5.2711528298e-23)	(1.1246695807e+00 -5.2681774959e-01 0.0000000000e+00)	0	(1.2846442575e+00 3.4815981138e-01 2.2007662633e-22)	(5.5175236139e-02 -2.1850162677e-01 -1.4387770244e-17)	0
1.02609           	k                 	3.6505587833e-08	(9.0864841984e-01 -5.7706555562e-01 0.0000000000e+00)	0	1.1047590838e-02	(1.7289512508e-02 -2.8917791650e-01 0.0000000000e+00)	0
1.02609           	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	6.5637228220e-01	(1.5894545109e-02 -3.1287298135e-01 0.0000000000e+00)	0
1.02609           	omega             	5.0196962151e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746229e+04	(9.5388049148e-01 -5.9936234710e-01 0.0000000000e+00)	0
1.03478           	nut               	0.0000000000e+00	(1.3040239732e-01 -2.8262963296e-01 0.0000000000e+00)	0	9.5375118948e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.03478           	U                 	(8.0149602120e-01 -2.5492346783e-01 -1.3703168065e-23)	(8.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.2793714733e+00 4.3703345812e-01 4.0558871215e-23)	(4.3839576969e-02 -2.3216193033e-01 0.0000000000e+00)	0
1.03478           	k                 	2.9338649580e-08	(9.0824232887e-01 -5.7673889330e-01 0.0000000000e+00)	0	1.1150890448e-02	(1.7542570369e-02 -2.8681832719e-01 -5.7826379945e-17)	0
1.03478           	p                 	-6.2963972431e-01	(1.5000000000e-01 -2.5000000000e-01 0.0000000000e+00)	2	7.5221746119e-01	(1.6093545222e-02 -3.1051014769e-01 -2.1868975798e-17)	0
1.03478           	omega             	5.0116524931e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746227e+04	(9.5342341162e-01 -5.9913882580e-01 0.0000000000e+00)	0
1.04348           	nut               	0.0000000000e+00	(1.3066527939e-01 -2.8051791309e-01 0.0000000000e+00)	0	9.5058163904e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.04348           	U                 	(5.5702306360e-01 -1.9314834794e-01 -8.0921312297e-24)	(1.0500000000e+00 -5.5000000000e-01 0.0000000000e+00)	0	(1.0193078556e+00 2.2541420129e-01 2.8364878158e-22)	(-7.8497703196e-02 -1.8249566393e-01 1.5160321665e-17)	0
1.04348           	k                 	1.9807365278e-08	(9.0783488172e-01 -5.7639394347e-01 0.0000000000e+00)	0	1.1259480693e-02	(1.7796225619e-02 -2.8445013878e-01 0.0000000000e+00)	0
1.04348           	p                 	-6.7288143686e-01	(6.5684537981e-02 -2.7326630096e-01 0.0000000000e+00)	0	6.1679546598e-01	(1.6293367959e-02 -3.0813860542e-01 3.3287622777e-17)	0
1.04348           	omega             	5.0035817508e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746225e+04	(9.5296494720e-01 -5.9889648565e-01 0.0000000000e+00)	0
1.05217           	nut               	0.0000000000e+00	(1.3092809782e-01 -2.7839676296e-01 0.0000000000e+00)	0	9.4742884375e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.05217           	U                 	(7.3344691984e-01 -1.7492331449e-01 -5.3486483760e-23)	(1.1712258869e+00 -5.4304683659e-01 0.0000000000e+00)	0	(1.1830892418e+00 4.5195624068e-01 8.8875626069e-23)	(2.4890883827e-02 -2.2754867794e-01 4.3725075054e-17)	0
1.05217           	k                 	1.1686257295e-08	(9.0742615341e-01 -5.7603074253e-01 0.0000000000e+00)	0	1.1372173010e-02	(1.8050434562e-02 -2.8207355999e-01 -2.5128129526e-17)	0
1.05217           	p                 	-6.9933090626e-01	(6.5963932927e-02 -2.7099812033e-01 0.0000000000e+00)	0	5.9699499544e-01	(1.6493974604e-02 -3.0575856506e-01 0.0000000000e+00)	0
1.05217           	omega             	4.9954232596e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746222e+04	(9.5250518090e-01 -5.9863535480e-01 0.0000000000e+00)	0
1.06087           	nut               	0.0000000000e+00	(1.3119081489e-01 -2.7626636662e-01 0.0000000000e+00)	0	9.4429968134e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.06087           	U                 	(7.8918941590e-01 -2.5039912112e-01 -4.5373004653e-23)	(8.5000000000e-01 -4.5000000000e-01 0.0000000000e+00)	0	(1.1297173936e+00 1.8118735284e-01 2.6190656117e-22)	(1.6683439155e-03 -9.8383736506e-02 0.0000000000e+00)	0
1.06087           	k                 	7.7824252588e-09	(9.0701621985e-01 -5.7564932731e-01 0.0000000000e+00)	0	1.1486987062e-02	(1.8305153033e-02 -2.7968879927e-01 -3.2698250419e-17)	0
1.06087           	p                 	-7.0961188042e-01	(6.6243486808e-02 -2.6872135453e-01 0.0000000000e+00)	0	5.9243787710e-01	(1.6695325968e-02 -3.0337023693e-01 2.1868975798e-17)	0
1.06087           	omega             	4.9871519414e+00	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0	7.8141746218e+04	(9.5204419635e-01 -5.9835546188e-01 0.0000000000e+00)	0
1.06957           	nut               	0.0000000000e+00	(1.3145339263e-01 -2.7412690786e-01 0.0000000000e+00)	0	9.4118901454e-04	(7.5000000000e-01 -7.5000000000e-01 0.0000000000e+00)	0
1.06957           	U                 	(7.4725805637e-01 -1.9829477775e-01 -1.4288019042e-22)	(1.1231809755e+00 -5.2744911665e-01 0.0000000000e+00)	0	(1.0480876278e+00 3.3590857232e-01 1.3956977619e-22)	(-2.1795553803e-02 -2.0659278866e-01 -3.0391353131e-17)	0
