# Field minima and maxima
# Time            	field             	min               	location(min)     	processor         	max               	location(max)     	processor         
0.000864481       	k                 	6.6380682367e-03	(9.8503320884e-01 -4.9700262287e-01 0.0000000000e+00)	0	3.2034795984e-02	(9.8503140127e-01 -5.0336562261e-01 0.0000000000e+00)	0
0.000864481       	p                 	0.0000000000e+00	(-5.0000000000e-02 -5.5000000000e-01 1.4456028966e-17)	0	3.1683140884e+00	(-1.5704697307e-03 -4.9150496013e-01 -3.2698250419e-17)	0
0.000864481       	omega             	1.4985520728e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142635746e+04	(9.8503320884e-01 -4.9700262287e-01 0.0000000000e+00)	0
0.00104938        	nut               	0.0000000000e+00	(1.0438190436e-01 -4.5237944957e-01 0.0000000000e+00)	0	6.6691388608e-04	(1.2619513480e-02 -4.1255821777e-01 -3.0473800548e-17)	0
0.00104938        	U                 	(4.7835855843e-01 -4.8224855855e-01 -2.9128538613e-24)	(-1.5757386616e-03 -5.0826780735e-01 -1.5140254316e-17)	0	(1.1186315900e+00 4.0119320652e-01 3.1809422018e-26)	(4.7298592891e-02 -4.5435406735e-01 -3.7963719220e-17)	0
0.00104938        	k                 	6.0376827546e-03	(9.8503338924e-01 -4.9704063304e-01 0.0000000000e+00)	0	3.0794193037e-02	(9.8503119505e-01 -5.0340363266e-01 0.0000000000e+00)	0
0.00104938        	p                 	-2.3652580101e-01	(9.9581288703e-01 -4.9724166006e-01 0.0000000000e+00)	0	2.5953487250e+00	(-1.5699534701e-03 -4.9148302384e-01 0.0000000000e+00)	0
0.00104938        	omega             	1.4982427819e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142568830e+04	(9.8503338924e-01 -4.9704063304e-01 0.0000000000e+00)	0
0.00127118        	nut               	0.0000000000e+00	(1.0438537508e-01 -4.5236086675e-01 0.0000000000e+00)	0	6.6696777640e-04	(1.2625886858e-02 -4.1253294687e-01 2.3279915426e-17)	0
0.00127118        	U                 	(6.9935855451e-01 -2.7413720803e-01 -1.2389473160e-25)	(-1.7996814593e-02 -5.1818655324e-01 0.0000000000e+00)	0	(1.1164696780e+00 3.9966322228e-01 3.0742089409e-26)	(4.7301919844e-02 -4.5433132396e-01 0.0000000000e+00)	0
0.00127118        	k                 	5.3910360382e-03	(9.8503360245e-01 -4.9708623726e-01 0.0000000000e+00)	0	3.2349752623e-02	(9.9057954604e-01 -5.0364353957e-01 0.0000000000e+00)	0
0.00127118        	p                 	0.0000000000e+00	(-5.0000000000e-02 -5.5000000000e-01 1.4456028966e-17)	0	3.2921177079e+00	(-1.5693325680e-03 -4.9145671852e-01 -5.7826379945e-17)	0
0.00127118        	omega             	1.4978719549e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142494423e+04	(9.8503360245e-01 -4.9708623726e-01 0.0000000000e+00)	0
0.00153721        	nut               	0.0000000000e+00	(1.0438953971e-01 -4.5233858975e-01 0.0000000000e+00)	0	6.6702317865e-04	(3.7647959611e-02 -4.1265093299e-01 2.2728261090e-17)	0
0.00153721        	U                 	(3.9032833443e-01 -3.2218263909e-01 -6.1545276849e-25)	(9.8370777644e-01 -4.9312447293e-01 1.2095784466e-17)	0	(1.1134689608e+00 3.9809424958e-01 1.0215589841e-25)	(4.7305912424e-02 -4.5430405643e-01 -2.9444561731e-17)	0
0.00153721        	k                 	4.7183418934e-03	(9.8503385360e-01 -4.9714095074e-01 0.0000000000e+00)	0	3.3856561813e-02	(9.9057922390e-01 -5.0369873788e-01 0.0000000000e+00)	0
0.00153721        	p                 	-3.7648851792e-01	(9.9581331903e-01 -4.9734370583e-01 -3.4388488345e-17)	0	2.1977609718e+00	(-1.5685854874e-03 -4.9142517828e-01 0.0000000000e+00)	0
0.00153721        	omega             	1.4974274259e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142414282e+04	(9.8503385360e-01 -4.9714095074e-01 0.0000000000e+00)	0
0.00185628        	nut               	0.0000000000e+00	(1.0439453692e-01 -4.5231188941e-01 0.0000000000e+00)	0	6.6709860027e-04	(3.7657118630e-02 -4.1261723468e-01 0.0000000000e+00)	0
0.00185628        	U                 	(4.4430134814e-01 -4.5536312787e-01 -6.0805628946e-25)	(-1.5779220617e-03 -5.0817214888e-01 -7.5701271581e-18)	0	(1.1053252645e+00 3.6915658329e-02 2.3345938995e-24)	(2.4688328751e-01 -5.7090040584e-01 0.0000000000e+00)	0
0.00185628        	k                 	4.0442743839e-03	(9.8503414822e-01 -4.9720659002e-01 0.0000000000e+00)	0	3.4883408863e-02	(9.9057883087e-01 -5.0376495858e-01 -1.4390860842e-17)	0
0.00185628        	p                 	-5.5182727607e-01	(9.9581359233e-01 -4.9741047539e-01 0.0000000000e+00)	0	1.9133161118e+00	(-2.4558259851e-03 -4.9684793752e-01 3.1235076103e-17)	0
0.00185628        	omega             	1.4968946574e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142330913e+04	(9.8503414822e-01 -4.9720659002e-01 0.0000000000e+00)	0
0.0022388         	nut               	0.0000000000e+00	(1.0440053112e-01 -4.5227990516e-01 0.0000000000e+00)	0	6.6718874825e-04	(3.7668103222e-02 -4.1257686145e-01 -4.4807637656e-17)	0
0.0022388         	U                 	(6.8086957484e-01 -3.4999570782e-01 -1.5395378059e-24)	(1.0123486507e-02 -5.2086377193e-01 3.6408625265e-17)	0	(1.1925685698e+00 4.7504390281e-02 1.5312119297e-24)	(2.4748202877e-01 -4.3551034096e-01 0.0000000000e+00)	0
0.0022388         	k                 	3.3951879542e-03	(9.8503449193e-01 -4.9728530715e-01 0.0000000000e+00)	0	3.5319909773e-02	(9.9057835011e-01 -5.0384437266e-01 0.0000000000e+00)	0
0.0022388         	p                 	-6.4738045702e-01	(9.9581391032e-01 -4.9749054756e-01 0.0000000000e+00)	0	1.7268496356e+00	(-2.4554293854e-03 -4.9680252118e-01 3.6506846727e-17)	0
0.0022388         	omega             	1.4962564985e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142247373e+04	(9.8503449193e-01 -4.9728530715e-01 0.0000000000e+00)	0
0.00269764        	nut               	0.0000000000e+00	(1.0440772621e-01 -4.5224157477e-01 0.0000000000e+00)	0	6.6729579233e-04	(3.7681285934e-02 -4.1252846884e-01 -2.2728261090e-17)	0
0.00269764        	U                 	(6.5869271012e-01 -4.1653183356e-01 -3.4847640502e-24)	(-4.7790079565e-03 -5.1731016146e-01 -2.8452755878e-17)	0	(1.2192168300e+00 4.9236238798e-01 2.1075345901e-25)	(1.0057206869e+00 -5.0664621926e-01 -1.4929121628e-17)	0
0.00269764        	k                 	2.7970830936e-03	(9.8503489058e-01 -4.9737976817e-01 0.0000000000e+00)	0	3.5106729737e-02	(9.9057775964e-01 -5.0393966957e-01 0.0000000000e+00)	0
0.00269764        	p                 	-7.0094809402e-01	(9.9581427790e-01 -4.9758663401e-01 -2.2925658897e-17)	0	1.5869363553e+00	(-2.4549467119e-03 -4.9674807734e-01 0.0000000000e+00)	0
0.00269764        	omega             	1.4954917888e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142166930e+04	(9.8503489058e-01 -4.9737976817e-01 0.0000000000e+00)	0
0.00324877        	nut               	0.0000000000e+00	(1.0441637528e-01 -4.5219558643e-01 0.0000000000e+00)	0	6.6742145744e-04	(3.7697128994e-02 -4.1247039557e-01 -3.7015255785e-17)	0
0.00324877        	U                 	(6.4541719079e-01 -3.8357516439e-01 -3.9720491111e-25)	(1.0116572006e-02 -5.2074815769e-01 0.0000000000e+00)	0	(1.0800274179e+00 2.9210745569e-01 1.6293147870e-25)	(6.8991906889e-02 -4.3164556099e-01 2.9862167478e-17)	0
0.00324877        	k                 	2.2706006711e-03	(9.8503534972e-01 -4.9749327945e-01 0.0000000000e+00)	0	3.4294460347e-02	(9.9575139494e-01 -5.0424015593e-01 3.9214170095e-17)	0
0.00324877        	p                 	-7.2875950139e-01	(9.9581469940e-01 -4.9770209767e-01 1.2229492628e-17)	0	1.4714678418e+00	(-2.4543569607e-03 -4.9668273317e-01 0.0000000000e+00)	0
0.00324877        	omega             	1.4945744130e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142092805e+04	(9.8503534972e-01 -4.9749327945e-01 0.0000000000e+00)	0
0.00390901        	nut               	0.0000000000e+00	(1.0442674672e-01 -4.5214056497e-01 0.0000000000e+00)	0	6.6756558663e-04	(3.7716121801e-02 -4.1240089793e-01 0.0000000000e+00)	0
0.00390901        	U                 	(8.1487189367e-01 -3.5544070576e-01 -1.4558825340e-24)	(-5.5722285175e-03 -5.3020468086e-01 0.0000000000e+00)	0	(1.1269919464e+00 3.2821483858e-01 1.1132008779e-25)	(8.1410137402e-02 -4.4416401560e-01 0.0000000000e+00)	0
0.00390901        	k                 	1.8282298754e-03	(9.8503587149e-01 -4.9762933854e-01 0.0000000000e+00)	0	3.4169533513e-02	(9.9575045248e-01 -5.0437854009e-01 -2.7170764346e-17)	0
0.00390901        	p                 	-7.3571454394e-01	(9.9581517560e-01 -4.9784049572e-01 -2.2925658897e-17)	0	1.3761125419e+00	(-2.4536360723e-03 -4.9660452124e-01 0.0000000000e+00)	0
0.00390901        	omega             	1.4934770280e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8142027556e+04	(9.8503587149e-01 -4.9762933854e-01 0.0000000000e+00)	0
0.0046997         	nut               	0.0000000000e+00	(1.0443918165e-01 -4.5207477329e-01 0.0000000000e+00)	0	6.6772545541e-04	(3.7738885902e-02 -4.1231777188e-01 2.9871758438e-17)	0
0.0046997         	U                 	(6.6309573945e-01 -4.3321036929e-01 -8.2280995260e-24)	(-4.7903421302e-03 -5.1707150417e-01 1.4599555165e-17)	0	(1.2135720418e+00 4.5164079318e-01 2.3344201413e-24)	(1.0057161506e+00 -5.0707244394e-01 -1.4112907382e-17)	0
0.0046997         	k                 	1.4718872586e-03	(9.8503645577e-01 -4.9779238420e-01 0.0000000000e+00)	0	3.3492830063e-02	(9.9574928253e-01 -5.0454436985e-01 0.0000000000e+00)	0
0.0046997         	p                 	-7.7610078117e-01	(9.9581570465e-01 -4.9800634253e-01 -1.0696166269e-17)	0	1.2399569542e+00	(-2.4527521303e-03 -4.9651095367e-01 1.9795399787e-17)	0
0.0046997         	omega             	1.4921651370e+01	(1.1950000000e+01 5.9500000000e+00 3.0454034356e-17)	3	7.8141972731e+04	(9.8503645577e-01 -4.9779238420e-01 0.0000000000e+00)	0
0.00564775        	nut               	0.0000000000e+00	(1.0445411201e-01 -4.5199602841e-01 0.0000000000e+00)	0	6.6775726557e-04	(-3.7479182953e-02 -5.6165414349e-01 -8.5994532751e-18)	0
0.00564775        	U                 	(2.1592389850e-01 -1.9471397577e-01 -2.5244875010e-24)	(-2.4625414462e-03 -5.0226145132e-01 0.0000000000e+00)	0	(1.2069921989e+00 4.3561262056e-01 1.2239948405e-24)	(1.0057139002e+00 -5.0727452890e-01 3.0674457502e-17)	0
0.00564775        	k                 	1.1969078039e-03	(9.8503709805e-01 -4.9798802594e-01 0.0000000000e+00)	0	3.2271177739e-02	(9.9574782041e-01 -5.0474334932e-01 0.0000000000e+00)	0
0.00564775        	p                 	-7.1750450784e-01	(9.9581627973e-01 -4.9820534301e-01 0.0000000000e+00)	0	1.2010531412e+00	(-2.4516626282e-03 -4.9639889975e-01 0.0000000000e+00)	0
